"id","full_name","first_name","last_name","is_active","team_id"
"1630547","James Bouknight","James","Bouknight","1","1610612764"
"1631123","Jamaree Bouyea","Jamaree","Bouyea","1","1610612750"
"1628396","Tony Bradley","Tony","Bradley","1","1610612743"
"1631103","Malaki Branham","Malaki","Branham","1","1610612755"
"1631128","Christian Braun","Christian","Braun","1","1610612756"
"1628969","Mikal Bridges","Mikal","Bridges","1","1610612752"
"1629052","Oshae Brissett","Oshae","Brissett","1","1610612763"
"1627763","Malcolm Brogdon","Malcolm","Brogdon","1","1610612739"
"1628415","Dillon Brooks","Dillon","Brooks","1","1610612747"
"1628971","Bruce Brown","Bruce","Brown","1","1610612755"
"1631122","Gabe Brown","Gabe","Brown","1","1610612760"
"1627759","Jaylen Brown","Jaylen","Brown","1","1610612738"
"1631112","Kendall Brown","Kendall","Brown","1","1610612746"
"1629650","Moses Brown","Moses","Brown","1","1610612760"
"1630535","Greg Brown III","Greg","Brown III","1","1610612750"
"1629718","Charlie Brown Jr.","Charlie","Brown Jr.","1","1610612751"
"1628972","Troy Brown Jr.","Troy","Brown Jr.","1","1610612763"
"1628973","Jalen Brunson","Jalen","Brunson","1","1610612752"
"1628418","Thomas Bryant","Thomas","Bryant","1","1610612741"
"203493","Reggie Bullock","Reggie","Bullock","1","1610612759"
"203504","Trey Burke","Trey","Burke","1","1610612759"
"202692","Alec Burks","Alec","Burks","1","1610612741"
"1630215","Jared Butler","Jared","Butler","1","1610612759"
"202710","Jimmy Butler","Jimmy","Butler","1","1610612750"
"1631288","Jamal Cain","Jamal","Cain","1","1610612758"
"203484","Kentavious Caldwell-Pope","Kentavious","Caldwell-Pope","1","1610612763"
"1628427","Vlatko Cancar","Vlatko","Cancar","1","1610612753"
"1629962","Devin Cannady","Devin","Cannady","1","1610612764"
"203991","Clint Capela","Clint","Capela","1","1610612742"
"1630176","Vernon Carey Jr.","Vernon","Carey Jr.","1","1610612759"
"1628975","Jevon Carter","Jevon","Carter","1","1610612761"
"1628976","Wendell Carter Jr.","Wendell","Carter Jr.","1","1610612760"
"1627936","Alex Caruso","Alex","Caruso","1","1610612741"
"1626161","Willie Cauley-Stein","Willie","Cauley-Stein","1","1610612750"
"1630577","Julian Champagnie","Julian","Champagnie","1","1610612741"
"1630551","Justin Champagnie","Justin","Champagnie","1","1610612738"
"1631113","Kennedy Chandler","Kennedy","Chandler","1","1610612738"
"1629597","Zylan Cheatham","Zylan","Cheatham","1","1610612760"
"1629185","Chris Chiozza","Chris","Chiozza","1","1610612757"
"1627737","Marquese Chriss","Marquese","Chriss","1","1610612747"
"1631108","Max Christie","Max","Christie","1","1610612747"
"1630528","Josh Christopher","Josh","Christopher","1","1610612746"
"1629634","Brandon Clarke","Brandon","Clarke","1","1610612750"
"203903","Jordan Clarkson","Jordan","Clarkson","1","1610612754"
"1629651","Nic Claxton","Nic","Claxton","1","1610612754"
"1629599","Amir Coffey","Amir","Coffey","1","1610612749"
"1628381","John Collins","John","Collins","1","1610612756"
"1628380","Zach Collins","Zach","Collins","1","1610612755"
"201144","Mike Conley","Mike","Conley","1","1610612746"
"1626192","Pat Connaughton","Pat","Connaughton","1","1610612737"
"1626188","Quinn Cook","Quinn","Cook","1","1610612763"
"1630536","Sharife Cooper","Sharife","Cooper","1","1610612759"
"203496","Robert Covington","Robert","Covington","1","1610612749"
"1628470","Torrey Craig","Torrey","Craig","1","1610612737"
"203109","Jae Crowder","Jae","Crowder","1","1610612750"
"1630622","Jalen Crutcher","Jalen","Crutcher","1","1610612744"
"1629633","Jarrett Culver","Jarrett","Culver","1","1610612750"
"1630595","Cade Cunningham","Cade","Cunningham","1","1610612742"
"203552","Seth Curry","Seth","Curry","1","1610612763"
"201939","Stephen Curry","Stephen","Curry","1","1610612750"
"1630700","Dyson Daniels","Dyson","Daniels","1","1610612744"
"1630268","Nate Darling","Nate","Darling","1","1610612746"
"203076","Anthony Davis","Anthony","Davis","1","1610612753"
"1631098","Johnny Davis","Johnny","Davis","1","1610612760"
"1629056","Terence Davis","Terence","Davis","1","1610612746"
"1631120","JD Davison","JD","Davison","1","1610612751"
"1630620","Darius Days","Darius","Days","1","1610612750"
"201942","DeMar DeRozan","DeMar","DeRozan","1","1610612754"
"203473","Dewayne Dedmon","Dewayne","Dedmon","1","1610612738"
"203521","Matthew Dellavedova","Matthew","Dellavedova","1","1610612748"
"1628978","Donte DiVincenzo","Donte","DiVincenzo","1","1610612744"
"1631217","Moussa Diabate","Moussa","Diabate","1","1610612751"
"1629603","Mamadi Diakite","Mamadi","Diakite","1","1610612741"
"1628977","Hamidou Diallo","Hamidou","Diallo","1","1610612748"
"203476","Gorgui Dieng","Gorgui","Dieng","1","1610612739"
"1631172","Ousmane Dieng","Ousmane","Dieng","1","1610612751"
"203915","Spencer Dinwiddie","Spencer","Dinwiddie","1","1610612748"
"1629029","Luka Doncic","Luka","Doncic","1","1610612765"
"1628416","Tyler Dorsey","Tyler","Dorsey","1","1610612758"
"1629652","Luguentz Dort","Luguentz","Dort","1","1610612737"
"1630245","Ayo Dosunmu","Ayo","Dosunmu","1","1610612738"
"1629653","Devon Dotson","Devon","Dotson","1","1610612761"
"1630288","Jeff Dowtin","Jeff","Dowtin","1","1610612758"
"1628408","P.J. Dozier","P.J.","Dozier","1","1610612762"
"201609","Goran Dragic","Goran","Dragic","1","1610612758"
"203083","Andre Drummond","Andre","Drummond","1","1610612739"
"1630537","Chris Duarte","Chris","Duarte","1","1610612753"
"1630561","David Duke Jr.","David","Duke Jr.","1","1610612761"
"201142","Kevin Durant","Kevin","Durant","1","1610612741"
"1631105","Jalen Duren","Jalen","Duren","1","1610612743"
"1631347","Anthony Duruji","Anthony","Duruji","1","1610612738"
"1631106","Tari Eason","Tari","Eason","1","1610612751"
"1630162","Anthony Edwards","Anthony","Edwards","1","1610612757"
"1630556","Kessler Edwards","Kessler","Edwards","1","1610612745"
"1629604","CJ Elleby","CJ","Elleby","1","1610612740"
"1631165","Keon Ellis","Keon","Ellis","1","1610612766"
"203954","Joel Embiid","Joel","Embiid","1","1610612756"
"1629234","Drew Eubanks","Drew","Eubanks","1","1610612763"
"202324","Derrick Favors","Derrick","Favors","1","1610612751"
"1628981","Bruno Fernando","Bruno","Fernando","1","1610612742"
"1627827","Dorian Finney-Smith","Dorian","Finney-Smith","1","1610612759"
"1630238","Malik Fitts","Malik","Fitts","1","1610612757"
"1630201","Malachi Flynn","Malachi","Flynn","1","1610612741"
"1631323","Simone Fontecchio","Simone","Fontecchio","1","1610612765"
"1627854","Bryn Forbes","Bryn","Forbes","1","1610612751"
"1630235","Trent Forrest","Trent","Forrest","1","1610612746"
"1630701","Michael Foster Jr.","Michael","Foster Jr.","1","1610612747"
"203095","Evan Fournier","Evan","Fournier","1","1610612750"
"1628368","De'Aaron Fox","De'Aaron","Fox","1","1610612748"
"1628365","Markelle Fultz","Markelle","Fultz","1","1610612745"
"1629117","Wenyen Gabriel","Wenyen","Gabriel","1","1610612756"
"203583","Abdul Gaddy","Abdul","Gaddy","1","1610612766"
"1629655","Daniel Gafford","Daniel","Gafford","1","1610612757"
"201568","Danilo Gallinari","Danilo","Gallinari","1","1610612749"
"204038","Langston Galloway","Langston","Galloway","1","1610612744"
"1629636","Darius Garland","Darius","Garland","1","1610612762"
"1630585","Marcus Garrett","Marcus","Garrett","1","1610612759"
"1630586","Usman Garuba","Usman","Garuba","1","1610612742"
"1630568","Luka Garza","Luka","Garza","1","1610612755"
"200752","Rudy Gay","Rudy","Gay","1","1610612753"
"202331","Paul George","Paul","George","1","1610612765"
"201959","Taj Gibson","Taj","Gibson","1","1610612743"
"1630581","Josh Giddey","Josh","Giddey","1","1610612739"
"1628983","Shai Gilgeous-Alexander","Shai","Gilgeous-Alexander","1","1610612741"
"1630264","Anthony Gill","Anthony","Gill","1","1610612761"
"1631221","Collin Gillespie","Collin","Gillespie","1","1610612741"
"203497","Rudy Gobert","Rudy","Gobert","1","1610612745"
"1631371","Grant Golden","Grant","Golden","1","1610612758"
"1630692","Jordan Goodwin","Jordan","Goodwin","1","1610612740"
"203932","Aaron Gordon","Aaron","Gordon","1","1610612741"
"201569","Eric Gordon","Eric","Gordon","1","1610612765"
"1628984","Devonte' Graham","Devonte'","Graham","1","1610612752"
"203924","Jerami Grant","Jerami","Grant","1","1610612745"
"1630564","RaiQuan Gray","RaiQuan","Gray","1","1610612740"
"1631260","A.J. Green","A.J.","Green","1","1610612759"
"201980","Danny Green","Danny","Green","1","1610612741"
"203110","Draymond Green","Draymond","Green","1","1610612746"
"203210","JaMychal Green","JaMychal","Green","1","1610612740"
"1630224","Jalen Green","Jalen","Green","1","1610612757"
"1629750","Javonte Green","Javonte","Green","1","1610612764"
"201145","Jeff Green","Jeff","Green","1","1610612739"
"1630182","Josh Green","Josh","Green","1","1610612742"
"1631100","AJ Griffin","AJ","Griffin","1","1610612752"
"201933","Blake Griffin","Blake","Griffin","1","1610612739"
"1629656","Quentin Grimes","Quentin","Grimes","1","1610612744"
"1631338","Mouhamadou Gueye","Mouhamadou","Gueye","1","1610612738"
"1629060","Rui Hachimura","Rui","Hachimura","1","1610612753"
"1630169","Tyrese Haliburton","Tyrese","Haliburton","1","1610612763"
"1631160","Jordan Hall","Jordan","Hall","1","1610612759"
"1629788","Tyler Hall","Tyler","Hall","1","1610612762"
"1630181","R.J. Hampton","R.J.","Hampton","1","1610612764"
"203501","Tim Hardaway Jr.","Tim","Hardaway Jr.","1","1610612763"
"201935","James Harden","James","Harden","1","1610612742"
"1630702","Jaden Hardy","Jaden","Hardy","1","1610612757"
"1631199","Ron Harper Jr.","Ron","Harper Jr.","1","1610612738"
"1626149","Montrezl Harrell","Montrezl","Harrell","1","1610612758"
"203914","Gary Harris","Gary","Harris","1","1610612745"
"1630223","Jalen Harris","Jalen","Harris","1","1610612763"
"203925","Joe Harris","Joe","Harris","1","1610612741"
"1630284","Kevon Harris","Kevon","Harris","1","1610612754"
"202699","Tobias Harris","Tobias","Harris","1","1610612753"
"1627885","Shaquille Harrison","Shaquille","Harrison","1","1610612765"
"1628404","Josh Hart","Josh","Hart","1","1610612742"
"1628392","Isaiah Hartenstein","Isaiah","Hartenstein","1","1610612744"
"2617","Udonis Haslem","Udonis","Haslem","1","1610612758"
"1630573","Sam Hauser","Sam","Hauser","1","1610612753"
"1629637","Jaxson Hayes","Jaxson","Hayes","1","1610612754"
"1630165","Killian Hayes","Killian","Hayes","1","1610612743"
"202330","Gordon Hayward","Gordon","Hayward","1","1610612764"
"1627823","Juancho Hernangomez","Juancho","Hernangomez","1","1610612755"
"1626195","Willy Hernangomez","Willy","Hernangomez","1","1610612744"
"1629639","Tyler Herro","Tyler","Herro","1","1610612739"
"1627741","Buddy Hield","Buddy","Hield","1","1610612763"
"1629312","Haywood Highsmith","Haywood","Highsmith","1","1610612740"
"201588","George Hill","George","Hill","1","1610612762"
"1630792","Malcolm Hill","Malcolm","Hill","1","1610612753"
"1630207","Nate Hinton","Nate","Hinton","1","1610612752"
"1628988","Aaron Holiday","Aaron","Holiday","1","1610612751"
"201950","Jrue Holiday","Jrue","Holiday","1","1610612763"
"203200","Justin Holiday","Justin","Holiday","1","1610612759"
"1626158","Richaun Holmes","Richaun","Holmes","1","1610612759"
"1631096","Chet Holmgren","Chet","Holmgren","1","1610612752"
"201143","Al Horford","Al","Horford","1","1610612758"
"1629659","Talen Horton-Tucker","Talen","Horton-Tucker","1","1610612757"
"1627863","Danuel House Jr.","Danuel","House Jr.","1","1610612752"
"1631216","Caleb Houstan","Caleb","Houstan","1","1610612748"
"1631309","Trevor Hudgins","Trevor","Hudgins","1","1610612747"
"1628989","Kevin Huerter","Kevin","Huerter","1","1610612739"
"1630643","Jay Huff","Jay","Huff","1","1610612758"
"1630624","Feron Hunt","Feron","Hunt","1","1610612737"
"1629631","De'Andre Hunter","De'Andre","Hunter","1","1610612753"
"1630562","Matt Hurt","Matt","Hurt","1","1610612755"
"1630538","Bones Hyland","Bones","Hyland","1","1610612758"
"201586","Serge Ibaka","Serge","Ibaka","1","1610612760"
"2738","Andre Iguodala","Andre","Iguodala","1","1610612743"
"204060","Joe Ingles","Joe","Ingles","1","1610612749"
"1627742","Brandon Ingram","Brandon","Ingram","1","1610612762"
"202681","Kyrie Irving","Kyrie","Irving","1","1610612761"
"1628371","Jonathan Isaac","Jonathan","Isaac","1","1610612765"
"1631093","Jaden Ivey","Jaden","Ivey","1","1610612741"
"1630543","Isaiah Jackson","Isaiah","Jackson","1","1610612761"
"1628367","Josh Jackson","Josh","Jackson","1","1610612765"
"1628382","Justin Jackson","Justin","Jackson","1","1610612764"
"1631245","Quenton Jackson","Quenton","Jackson","1","1610612737"
"202704","Reggie Jackson","Reggie","Jackson","1","1610612754"
"1628991","Jaren Jackson Jr.","Jaren","Jackson Jr.","1","1610612755"
"2544","LeBron James","LeBron","James","1","1610612746"
"1629610","DaQuan Jeffries","DaQuan","Jeffries","1","1610612758"
"1631300","Drake Jeffries","Drake","Jeffries","1","1610612743"
"1629660","Ty Jerome","Ty","Jerome","1","1610612740"
"1630198","Isaiah Joe","Isaiah","Joe","1","1610612754"
"1628993","Alize Johnson","Alize","Johnson","1","1610612758"
"1629661","Cameron Johnson","Cameron","Johnson","1","1610612745"
"1630552","Jalen Johnson","Jalen","Johnson","1","1610612741"
"201949","James Johnson","James","Johnson","1","1610612745"
"1629640","Keldon Johnson","Keldon","Johnson","1","1610612756"
"1630553","Keon Johnson","Keon","Johnson","1","1610612745"
"1626169","Stanley Johnson","Stanley","Johnson","1","1610612746"
"203999","Nikola Jokic","Nikola","Jokic","1","1610612764"
"1630637","Carlik Jones","Carlik","Jones","1","1610612764"
"1627745","Damian Jones","Damian","Jones","1","1610612759"
"1630529","Herbert Jones","Herbert","Jones","1","1610612764"
"1630539","Kai Jones","Kai","Jones","1","1610612751"
"1630200","Tre Jones","Tre","Jones","1","1610612745"
"1626145","Tyus Jones","Tyus","Jones","1","1610612739"
"1627884","Derrick Jones Jr.","Derrick","Jones Jr.","1","1610612746"
"201599","DeAndre Jordan","DeAndre","Jordan","1","1610612755"
"202709","Cory Joseph","Cory","Joseph","1","1610612761"
"1631107","Nikola Jovic","Nikola","Jovic","1","1610612766"
"1630548","Johnny Juzang","Johnny","Juzang","1","1610612754"
"1629662","Mfiondu Kabengele","Mfiondu","Kabengele","1","1610612746"
"1626163","Frank Kaminsky","Frank","Kaminsky","1","1610612752"
"1631211","Trevor Keels","Trevor","Keels","1","1610612744"
"1628379","Luke Kennard","Luke","Kennard","1","1610612760"
"1631117","Walker Kessler","Walker","Kessler","1","1610612756"
"1630296","Braxton Key","Braxton","Key","1","1610612749"
"1631452","Noah Kirkwood","Noah","Kirkwood","1","1610612763"
"1630557","Corey Kispert","Corey","Kispert","1","1610612751"
"1628467","Maxi Kleber","Maxi","Kleber","1","1610612747"
"1630233","Nathan Knight","Nathan","Knight","1","1610612763"
"1628995","Kevin Knox II","Kevin","Knox II","1","1610612745"
"1631132","Christian Koloko","Christian","Koloko","1","1610612740"
"1629723","John Konchar","John","Konchar","1","1610612752"
"1627788","Furkan Korkmaz","Furkan","Korkmaz","1","1610612746"
"1628436","Luke Kornet","Luke","Kornet","1","1610612746"
"1630249","Vit Krejci","Vit","Krejci","1","1610612761"
"1630228","Jonathan Kuminga","Jonathan","Kuminga","1","1610612743"
"1628398","Kyle Kuzma","Kyle","Kuzma","1","1610612766"
"1631222","Jake LaRavia","Jake","LaRavia","1","1610612750"
"203897","Zach LaVine","Zach","LaVine","1","1610612756"
"1630237","Anthony Lamb","Anthony","Lamb","1","1610612737"
"1629111","Jock Landale","Jock","Landale","1","1610612766"
"1629641","Romeo Langford","Romeo","Langford","1","1610612754"
"1630639","A.J. Lawson","A.J.","Lawson","1","1610612756"
"1627774","Jake Layman","Jake","Layman","1","1610612758"
"1627747","Caris LeVert","Caris","LeVert","1","1610612756"
"1627814","Damion Lee","Damion","Lee","1","1610612763"
"203458","Alex Len","Alex","Len","1","1610612760"
"202695","Kawhi Leonard","Kawhi","Leonard","1","1610612764"
"1631171","Justin Lewis","Justin","Lewis","1","1610612766"
"1630184","Kira Lewis Jr.","Kira","Lewis Jr.","1","1610612749"
"203081","Damian Lillard","Damian","Lillard","1","1610612755"
"1629642","Nassir Little","Nassir","Little","1","1610612755"
"1630587","Isaiah Livers","Isaiah","Livers","1","1610612753"
"1631254","Kenneth Lofton Jr.","Kenneth","Lofton Jr.","1","1610612750"
"1626172","Kevon Looney","Kevon","Looney","1","1610612760"
"201572","Brook Lopez","Brook","Lopez","1","1610612757"
"201577","Robin Lopez","Robin","Lopez","1","1610612752"
"201567","Kevin Love","Kevin","Love","1","1610612758"
"200768","Kyle Lowry","Kyle","Lowry","1","1610612760"
"1627789","Timothe Luwawu-Cabarrot","Timothe","Luwawu-Cabarrot","1","1610612745"
"1626168","Trey Lyles","Trey","Lyles","1","1610612740"
"1630588","Makur Maker","Makur","Maker","1","1610612753"
"1630572","Sandro Mamukelashvili","Sandro","Mamukelashvili","1","1610612739"
"1629611","Terance Mann","Terance","Mann","1","1610612759"
"1630544","Tre Mann","Tre","Mann","1","1610612745"
"1626246","Boban Marjanovic","Boban","Marjanovic","1","1610612747"
"1628374","Lauri Markkanen","Lauri","Markkanen","1","1610612743"
"1630230","Naji Marshall","Naji","Marshall","1","1610612764"
"1628997","Caleb Martin","Caleb","Martin","1","1610612758"
"1628998","Cody Martin","Cody","Martin","1","1610612764"
"1629103","Kelan Martin","Kelan","Martin","1","1610612746"
"1631213","Tyrese Martin","Tyrese","Martin","1","1610612740"
"1630231","Kenyon Martin Jr.","Kenyon","Martin Jr.","1","1610612744"
"1629726","Garrison Mathews","Garrison","Mathews","1","1610612756"
"1631097","Bennedict Mathurin","Bennedict","Mathurin","1","1610612743"
"202083","Wesley Matthews","Wesley","Matthews","1","1610612754"
"1630178","Tyrese Maxey","Tyrese","Maxey","1","1610612761"
"1630219","Skylar Mays","Skylar","Mays","1","1610612764"
"1630540","Miles McBride","Miles","McBride","1","1610612741"
"203468","CJ McCollum","CJ","McCollum","1","1610612744"
"204456","T.J. McConnell","T.J.","McConnell","1","1610612756"
"1630183","Jaden McDaniels","Jaden","McDaniels","1","1610612753"
"1629667","Jalen McDaniels","Jalen","McDaniels","1","1610612739"
"203926","Doug McDermott","Doug","McDermott","1","1610612766"
"1630253","Sean McDermott","Sean","McDermott","1","1610612742"
"201580","JaVale McGee","JaVale","McGee","1","1610612742"
"1631121","Bryce McGowens","Bryce","McGowens","1","1610612746"
"203585","Rodney McGruder","Rodney","McGruder","1","1610612753"
"1629162","Jordan McLaughlin","Jordan","McLaughlin","1","1610612751"
"1629001","De'Anthony Melton","De'Anthony","Melton","1","1610612752"
"1630241","Sam Merrill","Sam","Merrill","1","1610612740"
"1629002","Chimezie Metu","Chimezie","Metu","1","1610612747"
"203114","Khris Middleton","Khris","Middleton","1","1610612739"
"1630627","Isaiah Miller","Isaiah","Miller","1","1610612750"
"201988","Patty Mills","Patty","Mills","1","1610612761"
"1629003","Shake Milton","Shake","Milton","1","1610612755"
"1631169","Josh Minott","Josh","Minott","1","1610612745"
"1630558","Davion Mitchell","Davion","Mitchell","1","1610612752"
"1628378","Donovan Mitchell","Donovan","Mitchell","1","1610612748"
"1630342","Trhae Mitchell","Trhae","Mitchell","1","1610612753"
"1630596","Evan Mobley","Evan","Mobley","1","1610612758"
"1630600","Isaiah Mobley","Isaiah","Mobley","1","1610612764"
"1631320","Chima Moneke","Chima","Moneke","1","1610612760"
"1628370","Malik Monk","Malik","Monk","1","1610612749"
"1630541","Moses Moody","Moses","Moody","1","1610612756"
"1629875","Xavier Moon","Xavier","Moon","1","1610612747"
"1631111","Wendell Moore Jr.","Wendell","Moore Jr.","1","1610612758"
"1629630","Ja Morant","Ja","Morant","1","1610612762"
"202693","Markieff Morris","Markieff","Morris","1","1610612754"
"1628420","Monte Morris","Monte","Morris","1","1610612750"
"202694","Marcus Morris Sr.","Marcus","Morris Sr.","1","1610612752"
"1628539","Mychal Mulder","Mychal","Mulder","1","1610612757"
"1630530","Trey Murphy III","Trey","Murphy III","1","1610612750"
"1627749","Dejounte Murray","Dejounte","Murray","1","1610612739"
"1627750","Jamal Murray","Jamal","Murray","1","1610612739"
"1631099","Keegan Murray","Keegan","Murray","1","1610612763"
"203488","Mike Muscala","Mike","Muscala","1","1610612746"
"1629004","Svi Mykhailiuk","Svi","Mykhailiuk","1","1610612760"
"1626204","Larry Nance Jr.","Larry","Nance Jr.","1","1610612761"
"1629614","Andrew Nembhard","Andrew","Nembhard","1","1610612752"
"1630612","RJ Nembhard Jr.","RJ","Nembhard Jr.","1","1610612764"
"1630174","Aaron Nesmith","Aaron","Nesmith","1","1610612763"
"203526","Raul Neto","Raul","Neto","1","1610612743"
"1627777","Georges Niang","Georges","Niang","1","1610612758"
"1630227","Daishen Nix","Daishen","Nix","1","1610612753"
"1630192","Zeke Nnaji","Zeke","Nnaji","1","1610612764"
"203457","Nerlens Noel","Nerlens","Noel","1","1610612740"
"1629669","Jaylen Nowell","Jaylen","Nowell","1","1610612765"
"1628373","Frank Ntilikina","Frank","Ntilikina","1","1610612756"
"1629134","Kendrick Nunn","Kendrick","Nunn","1","1610612744"
"203994","Jusuf Nurkic","Jusuf","Nurkic","1","1610612749"
"1628021","David Nwaba","David","Nwaba","1","1610612764"
"1629670","Jordan Nwora","Jordan","Nwora","1","1610612756"
"1626220","Royce O'Neale","Royce","O'Neale","1","1610612765"
"1629643","Chuma Okeke","Chuma","Okeke","1","1610612766"
"1629006","Josh Okogie","Josh","Okogie","1","1610612761"
"1630168","Onyeka Okongwu","Onyeka","Okongwu","1","1610612758"
"1630171","Isaac Okoro","Isaac","Okoro","1","1610612758"
"1629644","KZ Okpala","KZ","Okpala","1","1610612763"
"203506","Victor Oladipo","Victor","Oladipo","1","1610612762"
"203482","Kelly Olynyk","Kelly","Olynyk","1","1610612741"
"1630647","Eugene Omoruyi","Eugene","Omoruyi","1","1610612763"
"1626224","Cedi Osman","Cedi","Osman","1","1610612745"
"1626162","Kelly Oubre Jr.","Kelly","Oubre Jr.","1","1610612748"
"1629672","Eric Paschall","Eric","Paschall","1","1610612762"
"101108","Chris Paul","Chris","Paul","1","1610612740"
"1626166","Cameron Payne","Cameron","Payne","1","1610612749"
"1627780","Gary Payton II","Gary","Payton II","1","1610612751"
"1630691","Jamorko Pickett","Jamorko","Pickett","1","1610612751"
"1630321","Nate Pierre-Louis","Nate","Pierre-Louis","1","1610612752"
"1629033","Theo Pinson","Theo","Pinson","1","1610612754"
"1630590","Scotty Pippen Jr.","Scotty","Pippen Jr.","1","1610612765"
"1631342","Daeqwon Plowden","Daeqwon","Plowden","1","1610612744"
"203486","Mason Plumlee","Mason","Plumlee","1","1610612765"
"1627751","Jakob Poeltl","Jakob","Poeltl","1","1610612755"
"1630197","Aleksej Pokusevski","Aleksej","Pokusevski","1","1610612739"
"1629673","Jordan Poole","Jordan","Poole","1","1610612748"
"1629645","Kevin Porter Jr.","Kevin","Porter Jr.","1","1610612762"
"1629008","Michael Porter Jr.","Michael","Porter Jr.","1","1610612740"
"203490","Otto Porter Jr.","Otto","Porter Jr.","1","1610612753"
"1626171","Bobby Portis","Bobby","Portis","1","1610612746"
"204001","Kristaps Porzingis","Kristaps","Porzingis","1","1610612750"
"203939","Dwight Powell","Dwight","Powell","1","1610612739"
"1626181","Norman Powell","Norman","Powell","1","1610612745"
"1630554","Jason Preston","Jason","Preston","1","1610612761"
"1630563","Joshua Primo","Joshua","Primo","1","1610612742"
"1627752","Taurean Prince","Taurean","Prince","1","1610612747"
"1630202","Payton Pritchard","Payton","Pritchard","1","1610612748"
"1629674","Neemias Queta","Neemias","Queta","1","1610612744"
"1630193","Immanuel Quickley","Immanuel","Quickley","1","1610612746"
"1631311","Lester Quinones","Lester","Quinones","1","1610612747"
"1626184","Chasson Randle","Chasson","Randle","1","1610612751"
